고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
246,1,N,2,74,3775,99,N,200306,강원,1.주부,주부,25392000,,,Y,3.사무직,공무원,0,0,199911,311600,,0,0
247,1,N,2,73,1884,11,N,200306,경북,8.기타,1차산업 종사자,2939900,,,Y,8.기타,1차산업 종사자,0,0,200005,32800,,1585,1626
248,1,N,2,73,801,11,N,200306,전남,8.기타,기타,20431452,,,N,,,0,0,201510,48929,,1580,1573
249,1,N,2,73,8407,11,N,200306,부산,1.주부,주부,8555040,,,Y,5.서비스,3차산업 종사자,0,0,200305,39000,,1823,1817
250,1,N,2,73,46685,20,N,200306,서울,8.기타,기타,9308180,,,Y,,,0,0,200007,58800,,0,1546
251,1,N,1,72,13611,20,N,200306,경북,6.제조업,운전직,19289670,,,Y,,,0,0,200305,115750,,2465,3708
252,2,,2,72,26189,11,N,200306,인천,1.주부,주부,53325233,,,Y,8.기타,기타,0,0,200101,400000,,2267,2245
253,1,N,1,72,6944,20,N,200306,전남,7.1차산업,1차산업 종사자,23622461,,,Y,1.주부,주부,0,0,200002,457183,,1759,1918
254,1,N,2,72,8264,11,N,200306,전북,1.주부,주부,3276000,,,N,,,0,0,201002,27300,,1997,1984
255,1,N,1,71,22465,11,N,200306,경기,7.1차산업,1차산업 종사자,73061476,6,6,Y,7.1차산업,1차산업 종사자,0,0,200305,566360,,2214,3866
256,1,N,2,71,1772,12,N,200306,충남,1.주부,주부,8160840,,,Y,3.사무직,공무원,0,0,200305,48450,,1680,1730
257,1,Y,2,71,2220,12,N,200306,부산,8.기타,기타,22594317,6,6,N,,,0,0,200311,64650,,1607,2666
258,1,N,2,71,7109,11,N,200306,전북,1.주부,주부,29736086,,,Y,8.기타,단순 노무직,0,0,201606,52695,,1941,1833
259,1,N,1,71,18317,30,N,200306,서울,8.기타,기타,129026626,,,Y,1.주부,주부,0,0,200511,1000130,,2441,5273
260,1,N,2,71,50000,12,N,200306,경기,1.주부,주부,15402840,,,N,,,0,0,200302,479100,,3408,3408
263,1,N,2,71,1721,11,N,200306,전남,1.주부,주부,20121584,,,N,,,0,0,200204,322100,,1730,1730
264,1,N,1,71,29305,20,N,,,,,37166250,,,,,,,,200212,300000,,0,
265,1,N,2,71,10746,40,N,200306,대구,2.자영업,자영업,15614280,,,N,,,0,0,200305,128900,,3269,3155
266,1,N,2,71,6084,11,N,200306,전북,1.주부,주부,38655500,,,Y,3.사무직,사무직,0,0,200503,267850,,1942,1928
268,1,Y,2,70,21666,20,N,200306,경기,2.자영업,자영업,24686700,,,N,,,0,0,200406,281699,,4336,4336
269,2,,1,70,4848,40,N,200306,전북,2.자영업,자영업,44537339,,,Y,2.자영업,자영업,1,34,201203,205390,,2475,3259
270,1,N,1,70,35921,11,N,200306,울산,8.기타,기타,5686560,,,Y,1.주부,주부,1,28,200210,81800,,3712,5955
272,1,N,2,70,8778,11,N,200306,경남,8.기타,기타,13510189,6,99,Y,7.1차산업,1차산업 종사자,0,0,201506,70100,,3290,3245
273,1,N,1,70,8925,40,N,,,,,4999000,,,,,,,,200305,100000,,2754,
275,1,N,2,69,15138,30,N,200306,서울,1.주부,주부,332100,,,N,,,0,0,200007,55350,,2518,2505
276,1,N,2,69,16984,20,N,200306,대전,1.주부,주부,3561100,,,Y,5.서비스,2차산업 종사자,0,0,200509,29800,,3692,6053
277,1,N,2,69,9967,30,N,200306,대구,1.주부,주부,40103012,,,N,,,0,0,200101,400000,,4591,4464
278,1,N,2,69,0,,N,200306,전남,8.기타,기타,23411496,6,6,Y,,,1,31,200804,166667,,0,0
279,1,N,2,69,55555,20,N,200306,서울,8.기타,기타,214730239,,,Y,2.자영업,자영업,0,0,200307,462709,,7242,7018
280,1,N,1,69,6821,99,N,200306,대전,5.서비스,2차산업 종사자,7872480,,,Y,1.주부,주부,0,0,200305,67200,,0,0
281,1,N,2,69,16900,13,N,,,,,14203794,,,,,,,,200305,241150,,5596,
282,1,Y,2,69,21388,20,N,200306,경남,1.주부,주부,1192000,,,N,,,0,0,200602,193500,,3825,4184
283,1,N,2,69,25138,20,N,200306,서울,1.주부,주부,13812102,6,6,N,,,0,0,201606,41370,,3519,3451
284,1,N,1,69,4861,30,N,200306,인천,6.제조업,운전직,16822292,,,Y,1.주부,주부,0,0,200501,189094,,1881,3402
286,1,N,2,68,28134,11,N,200306,부산,1.주부,주부,4899183,,,N,,,0,0,200305,44850,,3186,2989
288,1,N,2,68,18333,20,N,200306,강원,1.주부,주부,22688412,,,Y,8.기타,기타,0,0,200710,200740,,5168,5168
291,1,N,2,68,6167,99,N,200306,충남,8.기타,기타,90592742,4,99,Y,,,1,34,200708,535974,,0,0
292,1,N,1,68,0,,N,200306,경남,2.자영업,자영업,20222545,6,6,N,,,0,0,200503,120460,,0,0
293,1,N,2,68,15555,20,N,200306,경기,1.주부,주부,15362300,,,N,,,0,0,202911,45775,,4810,4654
294,1,N,1,68,14444,30,N,200306,부산,6.제조업,3차산업 종사자,37887208,,,Y,5.서비스,3차산업 종사자,0,0,200305,1175510,,5224,4897
295,1,N,1,68,17083,20,N,200306,인천,8.기타,단순 노무직,12404975,,,Y,3.사무직,사무직,0,0,201606,38915,,5038,4893
296,1,Y,2,68,4007,12,N,200306,경남,1.주부,주부,,,,Y,8.기타,단순 노무직,0,0,200511,170223,,0,2708
297,2,,2,67,14444,20,N,200306,광주,1.주부,주부,17482932,,,Y,3.사무직,사무직,0,0,200503,70200,,0,0
298,1,N,1,67,2398,11,N,200306,경남,7.1차산업,1차산업 종사자,22813552,,,Y,7.1차산업,1차산업 종사자,0,0,200604,187630,,2773,
300,1,N,1,67,32222,20,N,200306,경기,5.서비스,2차산업 종사자,596200,,,N,,,0,0,199907,54200,,7076,7273
302,1,N,1,67,0,,N,200306,전북,3.사무직,3차산업 종사자,80024624,6,6,Y,2.자영업,3차산업 종사자,0,0,199905,1749500,,0,3875
303,1,N,1,67,6671,13,N,200306,대전,2.자영업,자영업,7520800,,,Y,2.자영업,자영업,1,35,201606,222788,,0,4037
304,1,N,2,67,2186,13,N,200306,경남,2.자영업,자영업,38094810,6,6,N,,,0,0,201606,349750,,2872,2844
305,1,N,2,67,13410,13,N,200306,서울,5.서비스,2차산업 종사자,16520515,,,N,,,0,0,201007,383400,,2192,1898
306,1,N,2,67,81527,20,N,200306,서울,3.사무직,사무직,6130904,,,Y,3.사무직,사무직,0,0,200305,133600,,10960,10918
307,2,,1,67,15751,11,N,200306,울산,6.제조업,운전직,9688350,,,Y,1.주부,주부,0,0,200305,116900,,4631,6144
308,1,N,2,67,9583,30,N,200306,경북,1.주부,주부,36768336,,,N,,,0,0,200511,244452,,3936,3878
310,1,N,2,67,6929,40,N,200306,경남,1.주부,주부,18523243,,,Y,3.사무직,고위 공무원,0,0,200403,53050,,3243,3199
311,1,N,1,66,21936,40,N,200306,울산,4.전문직,전문직,18802408,6,6,Y,1.주부,주부,1,35,200305,143800,,5706,11633
312,1,N,2,66,20000,20,N,200306,경기,1.주부,주부,12026017,6,6,N,,,0,0,200106,109908,,4808,4745
313,1,N,1,66,0,11,N,200306,전남,7.1차산업,1차산업 종사자,161959071,6,6,Y,7.1차산업,1차산업 종사자,1,33,201606,2206343,,0,3785
314,1,N,1,66,3669,11,N,200306,전북,8.기타,단순 노무직,6288270,6,6,N,,,0,0,200911,51920,,3052,3163
317,1,N,2,66,15000,20,N,200306,대전,1.주부,주부,9122370,,,Y,6.제조업,운전직,0,0,200603,51000,,5004,4864
319,1,N,2,66,4027,20,N,200306,부산,1.주부,주부,7722600,,,N,,,0,0,200301,52200,,2296,2289
320,1,Y,2,66,16805,20,N,200306,광주,2.자영업,자영업,56770914,,,Y,3.사무직,사무직,0,0,200306,1618270,,7355,6814
321,2,,2,66,12605,20,N,200306,광주,1.주부,주부,20130960,6,6,N,,,0,0,201305,125040,,4491,0
322,1,N,2,66,1958,11,N,200306,충남,1.주부,주부,3906370,6,6,N,,,0,0,200804,70599,,2965,2959
324,1,N,1,65,3174,40,N,200306,전남,7.1차산업,1차산업 종사자,62864762,6,6,Y,1.주부,주부,1,32,200710,458086,,2912,4202
325,1,N,2,65,9166,20,N,200306,경북,1.주부,주부,6932202,,,Y,6.제조업,2차산업 종사자,0,0,200305,58200,,3600,3824
326,1,Y,2,65,10694,20,N,200306,경남,1.주부,주부,22224320,6,6,Y,5.서비스,2차산업 종사자,0,0,200704,1114700,,3841,3707
327,1,N,2,65,41805,20,N,200306,경기,1.주부,주부,37750544,,,Y,3.사무직,사무직,0,0,200305,1072600,,10145,10145
328,1,N,2,65,16388,20,N,200306,부산,1.주부,주부,37819033,6,6,N,,,0,0,200810,280394,,4120,4047
329,1,N,2,65,20138,20,N,200306,충북,8.기타,기타,18909900,1,99,Y,3.사무직,3차산업 종사자,0,0,200202,442960,,6903,6485
330,1,N,2,65,12403,11,N,200306,부산,2.자영업,자영업,4994899,,,Y,8.기타,기타,0,0,200305,41900,,4382,4248
331,1,N,2,65,15416,30,N,200306,서울,1.주부,주부,18395096,,,Y,5.서비스,2차산업 종사자,0,0,201506,95600,,3086,4187
332,1,N,2,65,4608,13,N,200303,경기,1.주부,주부,32647092,,,N,,,0,0,201311,862017,,0,0
333,1,N,2,65,12200,40,N,200306,울산,5.서비스,3차산업 종사자,36632665,,,N,,,0,0,200401,1717120,,4532,4484
334,1,N,2,65,12361,30,N,200306,서울,1.주부,주부,28312434,,,Y,8.기타,단순 노무직,0,0,200408,191840,,2596,2757
335,1,N,2,65,10833,20,N,200306,광주,1.주부,주부,9899928,,,N,,,0,0,199904,626435,,3818,3899
336,1,N,1,65,10157,11,N,200306,경남,5.서비스,2차산업 종사자,14064605,6,6,N,,,0,0,200305,118140,,3917,3848
337,1,N,1,65,5643,13,N,200306,경기,1.주부,주부,,,,Y,1.주부,주부,2,21,200209,29,,3162,10749
338,1,Y,2,65,14444,20,N,200306,인천,2.자영업,자영업,17197486,6,6,Y,6.제조업,2차산업 종사자,0,0,200410,292084,,4051,4154
339,1,N,2,65,11111,20,N,200306,부산,1.주부,주부,30533312,,,N,,,0,0,201306,201612,,3851,4048
341,1,Y,2,65,11775,40,N,200306,인천,5.서비스,3차산업 종사자,21132660,7,8,N,,,0,0,200111,273000,,4541,4516
342,1,N,2,65,33472,20,N,200306,서울,2.자영업,자영업,16144668,6,99,N,,,0,0,200812,198340,,5414,5258
343,1,N,2,65,12638,20,N,200306,전북,4.전문직,교사,21744934,,,Y,3.사무직,사무직,0,0,200412,430713,,5307,5307
344,2,,2,65,26944,20,N,200306,경북,5.서비스,3차산업 종사자,8047800,,,Y,,,1,34,200305,269190,,8645,8373
345,1,N,2,65,2186,13,N,200306,경남,5.서비스,3차산업 종사자,54903627,,,Y,6.제조업,운전직,0,0,200404,445656,,3109,3080
346,1,N,1,65,0,,N,200306,강원,5.서비스,2차산업 종사자,47204060,,,,,,,,200712,448203,,0,3806
347,1,N,1,65,19722,20,N,200306,부산,6.제조업,운전직,5839104,,,Y,1.주부,주부,0,0,200305,48920,,6666,6666
348,1,N,2,65,8236,12,N,200306,서울,1.주부,주부,41589419,,,N,,,0,0,200305,251300,,4313,4846
349,1,N,1,65,7361,20,N,200306,대전,8.기타,기타,17859320,6,6,Y,8.기타,기타,0,0,200802,232380,,3859,4050
350,1,Y,1,65,48724,11,N,200306,경기,3.사무직,사무직,46359301,,,Y,1.주부,주부,2,31,200305,770400,,6289,9781
351,1,N,2,65,0,,N,200306,강원,1.주부,주부,16824247,,,Y,5.서비스,1차산업 종사자,0,0,200111,314800,,0,0
352,1,N,1,65,25000,20,N,200306,경기,5.서비스,3차산업 종사자,11081279,,,N,,,0,0,200305,93050,,6912,6837
353,2,,1,64,39166,30,N,200306,서울,3.사무직,사무직,89841520,,,Y,1.주부,주부,0,0,200704,1420406,,5623,7772
354,1,N,2,64,6277,40,N,200306,경북,2.자영업,자영업,32327862,6,6,Y,2.자영업,자영업,0,0,201509,471757,,3679,3886
356,1,N,2,64,27777,20,N,200306,경남,1.주부,주부,7539283,,,Y,6.제조업,2차산업 종사자,1,35,200305,88100,,9903,9870
357,1,N,2,64,5871,11,N,200306,경남,1.주부,주부,16937850,,,Y,4.전문직,공무원,0,0,201508,109000,,3546,3505
358,1,N,2,64,7916,20,N,200306,광주,2.자영업,자영업,44478900,8,8,Y,5.서비스,2차산업 종사자,0,0,201105,297600,,4050,6826
359,1,N,2,64,0,,N,,,,,11614500,,,,,,,,200804,133500,,0,
360,1,Y,1,64,8316,99,N,200306,인천,5.서비스,2차산업 종사자,29297133,,,Y,1.주부,주부,1,35,200909,679873,,0,0
361,1,N,2,64,6748,99,N,200306,광주,6.제조업,2차산업 종사자,13446249,,,Y,6.제조업,2차산업 종사자,0,0,200305,110700,,0,0
362,1,N,1,64,21111,20,N,200306,서울,5.서비스,2차산업 종사자,13065220,,,Y,1.주부,주부,0,0,200306,141460,,4083,6270
363,1,N,1,64,9773,12,N,200306,충북,3.사무직,사무직,24490760,6,6,Y,8.기타,단순 노무직,0,0,200301,218440,,4083,4087
365,1,N,2,64,5555,20,N,200306,경북,1.주부,주부,15819713,,,Y,6.제조업,운전직,0,0,200006,173877,,3363,3280
368,1,N,1,64,40737,20,N,200306,서울,3.사무직,사무직,26793713,6,6,Y,5.서비스,2차산업 종사자,1,35,201606,158090,,7736,8579
370,1,N,1,64,4444,20,N,200306,경기,6.제조업,운전직,35605358,6,6,Y,,,3,31,200311,282700,,3242,3242
371,1,Y,2,64,5277,20,N,200306,전북,1.주부,주부,1672300,,,N,,,0,0,199911,98000,,3167,3188
372,1,N,1,64,0,,N,200306,,,,,,,N,,,0,0,200208,29,,0,0
373,1,N,2,64,25555,20,N,200306,광주,8.기타,3차산업 종사자,32147298,6,6,Y,7.1차산업,1차산업 종사자,0,0,200501,296158,,5504,5246
374,1,N,1,67,123333,20,N,,,,,10922495,6,6,,,,,,200306,104500,,15767,
375,1,N,1,63,17222,20,N,200306,부산,2.자영업,자영업,4817400,,,Y,1.주부,주부,1,20,201606,38850,,0,7183
376,1,N,1,63,9506,13,N,200306,서울,6.제조업,운전직,5580560,,,Y,2.자영업,자영업,2,31,200911,98630,,4361,
378,1,N,2,63,7361,30,N,200306,인천,1.주부,주부,3553964,,,N,,,0,0,200305,29820,,3715,3700
379,1,Y,2,63,10555,30,N,200306,인천,1.주부,주부,49266091,6,6,N,,,0,0,200605,398410,,4272,4238
382,1,N,2,63,2286,11,N,200306,경북,5.서비스,3차산업 종사자,3953038,,,N,,,0,0,200308,120191,,3230,3220
384,1,N,1,63,25555,20,N,200306,전남,6.제조업,2차산업 종사자,60078667,,,Y,4.전문직,의료직 종사자,2,33,200408,374562,,8986,
385,1,Y,2,63,0,,N,200306,강원,1.주부,주부,48717511,,,N,,,0,0,200603,349849,,0,0
386,1,N,2,63,55000,20,N,200306,경기,1.주부,주부,47205121,,,Y,3.사무직,사무직,1,32,200810,497028,,11079,11028
388,1,N,2,63,10075,40,N,200306,경기,5.서비스,3차산업 종사자,13664644,,,Y,5.서비스,3차산업 종사자,0,0,200305,114800,,0,0
389,1,N,1,63,26111,20,N,200306,경기,6.제조업,운전직,3185344,,,N,,,0,0,200305,26750,,6942,6810
390,1,N,2,63,20555,20,N,200306,경기,1.주부,주부,19043435,,,Y,2.자영업,자영업,1,34,200102,206900,,5801,5801
391,1,N,1,63,0,,N,200306,경북,5.서비스,2차산업 종사자,51900,6,6,Y,5.서비스,3차산업 종사자,1,35,200005,51900,,0,
392,1,N,2,63,8333,20,N,200306,광주,5.서비스,3차산업 종사자,12615972,,,Y,6.제조업,운전직,0,0,200305,64400,,4068,3936
393,1,N,1,63,18611,20,N,200306,충북,3.사무직,단순 사무직,199210000,6,6,Y,1.주부,주부,0,0,201402,1660083,,6895,6722
394,1,N,1,63,30254,40,N,200306,서울,2.자영업,자영업,16434075,6,6,Y,1.주부,주부,2,32,200306,330000,,6042,6029
397,2,,2,63,6087,12,N,200303,경기,1.주부,주부,6399000,6,6,Y,8.기타,기타,0,0,201606,81000,,0,1589
398,1,N,2,62,0,,N,200306,대구,1.주부,주부,217918945,3,99,Y,4.전문직,고소득의료직,2,26,200710,3648627,,0,0
400,1,N,2,62,28888,20,N,200306,경기,5.서비스,3차산업 종사자,50420528,6,6,N,,,0,0,200109,283250,,8091,7815
401,2,,1,62,10555,20,N,200306,전남,3.사무직,사무직,11688120,6,6,Y,3.사무직,사무직,0,0,200305,48000,,5491,
402,1,N,1,62,18190,11,N,200306,전북,3.사무직,사무직,11165698,3,6,Y,4.전문직,교사,3,25,201606,77900,,5409,
403,1,N,1,62,6409,40,N,200306,전북,2.자영업,자영업,31735018,,,Y,1.주부,주부,1,33,200203,144600,,4634,4619
404,1,N,2,62,9642,12,N,200306,경기,1.주부,주부,25552178,,,Y,3.사무직,사무직,0,0,201606,99750,,0,5370
405,1,N,1,62,89166,20,N,200306,서울,2.자영업,자영업,127613798,,,Y,2.자영업,자영업,0,0,200305,1871050,,12187,
406,1,N,2,62,4052,99,N,200306,경기,7.1차산업,1차산업 종사자,11172356,6,6,N,,,0,0,201407,276108,,0,0
407,1,N,1,62,15555,20,N,200306,강원,2.자영업,자영업,9698250,,,Y,2.자영업,자영업,1,35,200305,115000,,6612,
408,1,N,2,62,14993,30,N,200306,경기,1.주부,주부,42033348,2,99,Y,5.서비스,3차산업 종사자,0,0,201502,378000,,5277,5474
410,2,,2,62,0,,N,200306,경기,1.주부,주부,40811176,6,6,Y,6.제조업,2차산업 종사자,2,29,201512,10930557,,0,4389
411,1,Y,2,62,7729,11,N,200306,부산,1.주부,주부,20024568,,,Y,3.사무직,사무직,0,0,200210,165185,,5125,
412,1,N,2,62,17222,20,N,200303,울산,1.주부,주부,18435811,6,6,Y,,,1,35,201404,239479,,5737,5453
413,1,N,1,62,0,,N,200306,서울,2.자영업,자영업,47083032,1,99,N,,,0,0,200302,552748,,0,0
414,1,N,2,62,1286,11,N,200306,전남,5.서비스,3차산업 종사자,33685185,6,8,N,,,0,0,200510,295410,,3919,3952
415,1,N,2,62,20000,20,N,200306,울산,1.주부,주부,87597220,,,Y,3.사무직,기업/단체 임원,0,0,200802,340721,,6120,5552
416,1,N,2,62,8194,30,N,200306,경기,1.주부,주부,15964411,,,Y,6.제조업,2차산업 종사자,0,0,200709,153460,,3830,3830
417,2,,2,62,16805,20,N,200306,대전,1.주부,주부,29765490,,,Y,3.사무직,사무직,0,0,200407,369658,,6036,6264
419,1,N,1,62,15138,20,N,200306,경기,3.사무직,교육관련직,49513128,,,Y,1.주부,주부,1,34,200111,882370,,5261,6272
421,1,N,1,62,4704,11,N,200306,경남,7.1차산업,1차산업 종사자,10189074,8,8,Y,1.주부,주부,0,0,200305,85400,,3516,3511
422,1,Y,2,62,38611,20,N,200306,서울,1.주부,주부,93313771,6,99,Y,8.기타,단순 노무직,1,34,200503,761577,,7035,6935
423,1,N,1,62,5636,40,N,200306,전남,2.자영업,자영업,86794346,4,6,Y,2.자영업,자영업,1,31,201303,744854,,4239,
424,1,N,1,62,4849,12,N,200306,경기,6.제조업,운전직,7258828,8,8,Y,1.주부,주부,1,32,201011,412730,,4779,5439
426,1,Y,2,62,0,,N,200306,강원,1.주부,주부,52564721,,,Y,,,1,33,200505,736046,,0,0
427,1,N,2,62,15555,30,N,,,,,11730940,,,,,,,,200305,114840,,5548,
428,1,N,2,62,14444,20,N,200306,광주,1.주부,주부,12450592,7,7,Y,,,0,0,200301,55384,,5724,5582
429,1,N,1,62,31111,20,N,200306,서울,5.서비스,2차산업 종사자,152573891,6,6,Y,1.주부,주부,2,29,200701,2041178,,8119,9244
430,1,N,2,61,3573,11,N,200306,부산,1.주부,주부,269758758,6,6,Y,2.자영업,자영업,1,19,200303,1700300,,4567,4554
431,1,N,2,61,14305,30,N,200306,울산,5.서비스,3차산업 종사자,37508038,6,6,Y,,,1,34,200711,340897,,6378,6294
433,2,,2,61,17361,20,N,200306,충남,1.주부,주부,36443547,6,6,Y,8.기타,1차산업 종사자,0,0,200110,243030,,7190,6870
434,1,N,2,61,8333,30,N,200306,부산,6.제조업,운전직,56820941,,,N,,,0,0,200511,140121,,4299,6060
435,1,N,1,61,37083,20,N,200306,충북,4.전문직,교사,29990706,,,Y,1.주부,주부,0,0,201606,175591,,10587,11055
436,2,,2,61,14027,20,N,200306,광주,1.주부,주부,76034255,6,6,Y,5.서비스,2차산업 종사자,1,34,200407,1384441,,5695,5325
438,1,N,2,61,8750,20,N,200303,인천,5.서비스,2차산업 종사자,83500684,6,99,Y,5.서비스,2차산업 종사자,0,0,201410,1168154,,4519,4666
439,1,N,1,61,13194,30,N,200306,경기,4.전문직,교사,2862400,,,Y,1.주부,주부,0,0,200212,358850,,5223,5411
441,1,N,2,61,64027,20,N,200306,서울,3.사무직,사무직,42480980,,,N,,,0,0,200305,357464,,10307,10376
442,1,N,2,61,21944,20,N,200306,울산,1.주부,주부,57943608,6,6,N,,,0,0,201302,583933,,6636,6424
443,1,N,2,61,37222,20,N,200306,서울,5.서비스,3차산업 종사자,55336769,6,6,Y,2.자영업,자영업,1,35,200101,333935,,8214,8153
444,1,N,2,61,20988,11,N,200306,경남,1.주부,주부,22848409,6,6,Y,6.제조업,운전직,2,25,201006,173941,,6759,
445,1,Y,2,61,17916,20,N,200306,부산,1.주부,주부,13647085,6,6,Y,4.전문직,전문직,1,24,201105,146539,,0,
446,1,N,2,61,18750,20,N,,,,,270040,,,,,,,,199902,57700,,7002,
447,1,N,2,61,15623,40,N,200306,서울,1.주부,주부,29571833,,,N,,,0,0,200403,162050,,5214,5118
448,1,Y,1,61,9869,30,N,200303,서울,6.제조업,운전직,878944,6,6,Y,1.주부,주부,0,0,201202,98536,,0,4216
450,1,N,2,61,55972,20,N,200306,서울,1.주부,주부,20358117,6,6,Y,2.자영업,자영업,1,35,201606,169993,,10549,10549
451,2,,2,61,5263,12,N,200306,울산,1.주부,주부,19295371,6,6,Y,3.사무직,사무직,1,35,200705,132280,,4879,4795
452,1,Y,2,61,20277,20,N,200306,강원,1.주부,주부,144010342,6,6,Y,2.자영업,자영업,2,29,201004,674678,,7799,
453,2,,1,61,1137,11,N,200306,전남,5.서비스,2차산업 종사자,22883408,,,Y,5.서비스,3차산업 종사자,1,34,201405,145704,,3981,
454,1,N,2,61,8452,11,N,200306,전북,1.주부,주부,24659830,6,6,Y,6.제조업,운전직,2,26,200001,347600,,4970,4958
455,1,Y,2,61,10694,20,N,200306,서울,1.주부,주부,14124332,6,6,Y,3.사무직,사무직,2,25,201406,133004,,3411,
456,1,Y,2,61,2351,11,N,200306,강원,1.주부,주부,20388852,,,Y,7.1차산업,1차산업 종사자,1,35,200605,141350,,4124,4117
457,1,N,2,61,2988,40,N,200306,충북,5.서비스,3차산업 종사자,128846487,6,99,Y,2.자영업,자영업,1,35,201605,1204529,,3962,3962
458,1,N,1,60,12500,20,N,200306,강원,7.1차산업,1차산업 종사자,70750,6,6,Y,1.주부,주부,2,24,200207,29,4579,5487,4579
459,1,N,2,60,6944,20,N,200306,전북,1.주부,주부,26440705,,,N,,,0,0,200305,554300,0,4078,4039
460,1,N,1,60,31666,20,N,200306,경남,3.사무직,사무직,41563859,6,6,Y,2.자영업,3차산업 종사자,3,29,200312,490832,4962,9900,9269
461,1,N,2,60,14305,30,N,200306,경기,1.주부,주부,213925,6,6,Y,5.서비스,2차산업 종사자,0,0,200910,1009800,0,4335,5077
462,1,N,2,60,3041,13,N,200306,대전,2.자영업,자영업,14139045,6,6,Y,5.서비스,2차산업 종사자,2,28,200410,302063,3741,4589,4549
464,1,N,1,60,12869,11,N,200306,대구,2.자영업,자영업,6868738,,,Y,1.주부,주부,0,0,200510,32900,4728,5870,4728
465,1,N,1,60,26666,20,N,200306,경남,2.자영업,자영업,6214741,,,Y,3.사무직,사무직,2,23,200401,103700,5270,10457,11954
466,2,,2,60,3434,12,N,200306,경기,1.주부,주부,21280739,,,Y,6.제조업,2차산업 종사자,1,33,200305,147500,0,4746,4805
468,1,N,2,60,16135,13,N,200306,서울,1.주부,주부,4193774,,,Y,3.사무직,사무직,0,0,200305,34670,0,6378,6481
